foodbank_id,foodbank_name,location,sentiment,fraud,inventory_size,received_food_qty,delivered_food_qty
FB010,Surat Food Foundation,Surat,"Food safety standards are usually met, but occasional delays in delivery",No,4465,164,77
FB010,Surat Food Foundation,Surat,"Food was delivered late, but safety measures were adequate",No,3081,136,91
FB010,Surat Food Foundation,Surat,"Food quality and safety are good, but delays in delivery need attention",No,3729,109,84
FB010,Surat Food Foundation,Surat,"Food is handled hygienically, delivered promptly as promised",No,2987,199,150
FB010,Surat Food Foundation,Surat,"Timely delivery, but some concerns with food safety measures",No,4750,171,114
FB010,Surat Food Foundation,Surat,"Food delivered on time, storage conditions were acceptable",No,2226,112,103
FB010,Surat Food Foundation,Surat,"Food is handled hygienically, delivered promptly as promised",No,4671,117,75
FB010,Surat Food Foundation,Surat,"Timely food delivery, well-maintained storage conditions",No,1265,63,59
FB010,Surat Food Foundation,Surat,"Timely food delivery, well-maintained storage conditions",No,4873,156,99
FB010,Surat Food Foundation,Surat,"Food was delivered late, but safety measures were adequate",No,2477,153,118
FB010,Surat Food Foundation,Surat,"Food arrived on time, but cleanliness standards need improvement",No,2053,119,79
FB010,Surat Food Foundation,Surat,"Food quality and safety are good, but delays in delivery need attention",No,4358,54,52
FB010,Surat Food Foundation,Surat,"Food quality is good, but there were slight delays in delivery",No,3864,59,58
FB010,Surat Food Foundation,Surat,"Timely delivery, but some concerns with food safety measures",No,3230,50,50
FB010,Surat Food Foundation,Surat,"Food safety standards are usually met, but occasional delays in delivery",No,2251,133,94
FB010,Surat Food Foundation,Surat,"Safety protocols are in place, food quality is maintained and delivered on time",No,2101,70,64
FB010,Surat Food Foundation,Surat,"Food delivered on time, storage conditions were acceptable",No,4100,123,53
FB010,Surat Food Foundation,Surat,"Food safety is a priority, but delivery delays occasionally occur",No,2988,92,77
FB010,Surat Food Foundation,Surat,"Food safety protocols are consistent, but delivery could be more reliable",No,4917,95,62
FB010,Surat Food Foundation,Surat,"Food quality is good, but there were slight delays in delivery",No,3408,186,118
FB010,Surat Food Foundation,Surat,"Timely delivery, but food safety protocols were not fully followed",No,1739,107,88
FB010,Surat Food Foundation,Surat,"Food safety standards are usually met, but occasional delays in delivery",No,4669,66,62
FB010,Surat Food Foundation,Surat,"Food safety standards are usually met, but occasional delays in delivery",No,2041,134,114
FB010,Surat Food Foundation,Surat,"Food storage meets health and safety standards, no delays in delivery",No,2971,186,120
FB010,Surat Food Foundation,Surat,"Food was delivered late, but safety measures were adequate",No,3741,78,63
FB010,Surat Food Foundation,Surat,"Food was delivered late, but safety measures were adequate",No,3622,88,82
FB010,Surat Food Foundation,Surat,"Food items are safe for consumption, consistently delivered on time",No,1335,174,172
FB010,Surat Food Foundation,Surat,"Food delivered on time, storage conditions were acceptable",No,1322,80,78
FB010,Surat Food Foundation,Surat,"Food arrived on time, though there were minor concerns with food safety",No,3767,168,128
FB011,Lucknow Relief,Lucknow,"Food was delivered late, but safety measures were adequate",No,2942,153,108
FB011,Lucknow Relief,Lucknow,"Food arrived on time, though there were minor concerns with food safety",No,2102,76,72
FB011,Lucknow Relief,Lucknow,"Food arrived on time, though there were minor concerns with food safety",No,2189,138,59
FB011,Lucknow Relief,Lucknow,"Safety protocols are in place, food quality is maintained and delivered on time",No,2398,157,80
FB011,Lucknow Relief,Lucknow,"Safety protocols are in place, food quality is maintained and delivered on time",No,1727,86,73
FB011,Lucknow Relief,Lucknow,"Food safety could be improved, but delivery is on time",No,4533,54,50
FB011,Lucknow Relief,Lucknow,"Occasional delays in food delivery, but food is stored safely",No,3808,70,61
FB011,Lucknow Relief,Lucknow,"Food delivered late occasionally, but maintained at proper temperatures",No,4735,100,96
FB011,Lucknow Relief,Lucknow,"Food quality is good, but there were slight delays in delivery",No,4379,135,108
FB011,Lucknow Relief,Lucknow,"Food quality and safety are good, but delays in delivery need attention",No,3981,137,77
FB011,Lucknow Relief,Lucknow,"Food was delivered late, but maintained proper hygiene throughout",No,4735,52,50
FB011,Lucknow Relief,Lucknow,"Food safety standards are usually met, but occasional delays in delivery",No,1907,154,128
FB011,Lucknow Relief,Lucknow,"Food arrived on time, though there were minor concerns with food safety",No,1562,98,60
FB011,Lucknow Relief,Lucknow,"Food safety standards are strictly followed, no issues reported",No,2687,154,84
FB011,Lucknow Relief,Lucknow,"Food arrived on time, but cleanliness standards need improvement",No,3630,147,65
FB011,Lucknow Relief,Lucknow,"Food safety is a priority, but delivery delays occasionally occur",No,1108,186,154
FB011,Lucknow Relief,Lucknow,"Food safety is a priority, but delivery delays occasionally occur",No,3177,51,51
FB011,Lucknow Relief,Lucknow,"Occasional delays in food delivery, but food is stored safely",No,2571,140,111
FB011,Lucknow Relief,Lucknow,"Timely food delivery, well-maintained storage conditions",No,2020,160,77
FB011,Lucknow Relief,Lucknow,"Food safety could be improved, but delivery is on time",No,1702,117,94
FB011,Lucknow Relief,Lucknow,"Timely delivery, but food safety protocols were not fully followed",No,4462,98,97
FB011,Lucknow Relief,Lucknow,"Food safety is a priority, but delivery delays occasionally occur",No,2190,190,172
FB011,Lucknow Relief,Lucknow,"Food safety is a priority, but delivery delays occasionally occur",No,2209,191,90
FB011,Lucknow Relief,Lucknow,"Food arrived on time, but cleanliness standards need improvement",No,2983,108,66
FB011,Lucknow Relief,Lucknow,"Food safety could be improved, but delivery is on time",No,2187,106,66
FB011,Lucknow Relief,Lucknow,"Food arrived on time, though there were minor concerns with food safety",No,4342,156,121
FB011,Lucknow Relief,Lucknow,"Timely delivery, but some concerns with food safety measures",No,1628,82,50
FB011,Lucknow Relief,Lucknow,"Food safety protocols are consistent, but delivery could be more reliable",No,3586,60,54
FB011,Lucknow Relief,Lucknow,"Safety protocols are in place, food quality is maintained and delivered on time",No,3018,187,113
FB011,Lucknow Relief,Lucknow,"Food safety could be improved, but delivery is on time",No,1272,110,51
FB012,Indore Food Bank,Indore,"Food arrived on time, though there were minor concerns with food safety",Yes,2413,153,146
FB012,Indore Food Bank,Indore,"Food delivered late occasionally, but maintained at proper temperatures",Yes,3846,65,57
FB012,Indore Food Bank,Indore,"Food delivered late occasionally, but maintained at proper temperatures",Yes,1471,61,61
FB012,Indore Food Bank,Indore,"Timely food delivery, well-maintained storage conditions",Yes,1192,159,98
FB012,Indore Food Bank,Indore,"Food safety standards are usually met, but occasional delays in delivery",Yes,2321,54,50
FB012,Indore Food Bank,Indore,"Food delivered late occasionally, but maintained at proper temperatures",Yes,3821,56,54
FB012,Indore Food Bank,Indore,"Food delivered on time, storage conditions were acceptable",Yes,4495,121,112
FB012,Indore Food Bank,Indore,"Food quality is good, but there were slight delays in delivery",Yes,1959,193,106
FB012,Indore Food Bank,Indore,"Food quality is good, but there were slight delays in delivery",Yes,3085,169,167
FB012,Indore Food Bank,Indore,"Food safety protocols are consistent, but delivery could be more reliable",Yes,1386,53,50
FB012,Indore Food Bank,Indore,"Food was delivered late, but safety measures were adequate",Yes,1503,124,117
FB012,Indore Food Bank,Indore,"Food safety protocols are consistent, but delivery could be more reliable",Yes,3483,94,61
FB012,Indore Food Bank,Indore,"Food quality is good, but there were slight delays in delivery",Yes,1379,173,158
FB012,Indore Food Bank,Indore,"Food delivered on time, storage conditions were acceptable",Yes,4728,67,54
FB012,Indore Food Bank,Indore,"Food was delivered late, but maintained proper hygiene throughout",Yes,1807,113,65
FB012,Indore Food Bank,Indore,"Timely delivery, but some concerns with food safety measures",Yes,2204,96,50
FB012,Indore Food Bank,Indore,"Safety protocols are in place, food quality is maintained and delivered on time",Yes,1801,154,121
FB012,Indore Food Bank,Indore,"Food delivered on time, storage conditions were acceptable",Yes,3808,116,74
FB012,Indore Food Bank,Indore,"Food safety is a priority, but delivery delays occasionally occur",Yes,2265,71,51
FB012,Indore Food Bank,Indore,"Food arrived late, but storage and hygiene were acceptable",Yes,1659,154,113
FB012,Indore Food Bank,Indore,"Food delivered late occasionally, but maintained at proper temperatures",Yes,2846,91,77
FB012,Indore Food Bank,Indore,"Food delivered on time, storage conditions were acceptable",Yes,1255,83,52
FB012,Indore Food Bank,Indore,"Food was delivered late, but safety measures were adequate",Yes,4538,99,66
FB012,Indore Food Bank,Indore,"Timely delivery, but food safety protocols were not fully followed",Yes,4637,175,74
FB012,Indore Food Bank,Indore,"Food safety standards are usually met, but occasional delays in delivery",Yes,2510,72,72
FB012,Indore Food Bank,Indore,"Timely delivery, but food safety protocols were not fully followed",Yes,4604,145,133
FB012,Indore Food Bank,Indore,"Food safety standards are usually met, but occasional delays in delivery",Yes,1019,77,66
FB012,Indore Food Bank,Indore,"Food delivered on time, storage conditions were acceptable",Yes,1745,93,79
FB012,Indore Food Bank,Indore,"Food was delivered late, but safety measures were adequate",Yes,4718,94,79
FB012,Indore Food Bank,Indore,"Food is handled hygienically, delivered promptly as promised",Yes,2296,71,65
FB013,Bhopal Hunger Help,Bhopal,"Food safety standards are usually met, but occasional delays in delivery",No,1586,137,56
FB013,Bhopal Hunger Help,Bhopal,"Food items are safe for consumption, consistently delivered on time",No,1383,57,57
FB013,Bhopal Hunger Help,Bhopal,"Occasional delays in food delivery, but food is stored safely",No,1172,166,74
FB013,Bhopal Hunger Help,Bhopal,"Food is handled hygienically, delivered promptly as promised",No,3049,70,62
FB013,Bhopal Hunger Help,Bhopal,"Timely delivery, but food safety protocols were not fully followed",No,3755,188,104
FB013,Bhopal Hunger Help,Bhopal,"Timely delivery, but some concerns with food safety measures",No,1479,119,97
FB013,Bhopal Hunger Help,Bhopal,"Food safety standards are usually met, but occasional delays in delivery",No,3439,174,85
FB013,Bhopal Hunger Help,Bhopal,"Occasional delays in food delivery, but food is stored safely",No,1749,88,77
FB013,Bhopal Hunger Help,Bhopal,"Food was delivered late, but maintained proper hygiene throughout",No,4245,65,65
FB013,Bhopal Hunger Help,Bhopal,"Timely delivery, but food safety protocols were not fully followed",No,2354,98,96
FB013,Bhopal Hunger Help,Bhopal,"Food storage meets health and safety standards, no delays in delivery",No,3597,114,111
FB013,Bhopal Hunger Help,Bhopal,"Food quality and safety are good, but delays in delivery need attention",No,2033,178,66
FB013,Bhopal Hunger Help,Bhopal,"Timely delivery, but food safety protocols were not fully followed",No,2102,70,53
FB013,Bhopal Hunger Help,Bhopal,"Food arrived late, but storage and hygiene were acceptable",No,2051,99,54
FB013,Bhopal Hunger Help,Bhopal,"Food was delivered late, but safety measures were adequate",No,3658,91,50
FB013,Bhopal Hunger Help,Bhopal,"Food delivered late occasionally, but maintained at proper temperatures",No,4037,114,68
FB013,Bhopal Hunger Help,Bhopal,"Occasional delays in food delivery, but food is stored safely",No,2623,200,114
FB013,Bhopal Hunger Help,Bhopal,"Occasional delays in food delivery, but food is stored safely",No,1844,66,51
FB013,Bhopal Hunger Help,Bhopal,"Food arrived on time, hygiene practices were satisfactory",No,2295,56,52
FB013,Bhopal Hunger Help,Bhopal,"Food quality and safety are good, but delays in delivery need attention",No,4678,54,50
FB013,Bhopal Hunger Help,Bhopal,"Food arrived late, but storage and hygiene were acceptable",No,4418,193,50
FB013,Bhopal Hunger Help,Bhopal,"Food quality and safety are good, but delays in delivery need attention",No,4809,106,71
FB013,Bhopal Hunger Help,Bhopal,"Food safety protocols are consistent, but delivery could be more reliable",No,1813,174,110
FB013,Bhopal Hunger Help,Bhopal,"Food storage meets health and safety standards, no delays in delivery",No,4795,186,50
FB013,Bhopal Hunger Help,Bhopal,"Food safety standards are strictly followed, no issues reported",No,1632,154,90
FB013,Bhopal Hunger Help,Bhopal,"Occasional delays in food delivery, but food is stored safely",No,3313,63,60
FB013,Bhopal Hunger Help,Bhopal,"Food safety could be improved, but delivery is on time",No,1220,165,72
FB013,Bhopal Hunger Help,Bhopal,"Food safety protocols are consistent, but delivery could be more reliable",No,4474,104,81
FB013,Bhopal Hunger Help,Bhopal,"Food delivered on time, storage conditions were acceptable",No,1798,167,84
FB013,Bhopal Hunger Help,Bhopal,"Food quality and safety are good, but delays in delivery need attention",No,1002,102,85
FB014,Patna Food Support,Patna,"Food safety standards are strictly followed, no issues reported",No,2086,191,134
FB014,Patna Food Support,Patna,"Food safety standards are strictly followed, no issues reported",No,1359,148,65
FB014,Patna Food Support,Patna,"Food was delivered late, but safety measures were adequate",No,4037,66,52
FB014,Patna Food Support,Patna,"Food quality is good, but there were slight delays in delivery",No,3101,156,132
FB014,Patna Food Support,Patna,"Food safety protocols are consistent, but delivery could be more reliable",No,3494,72,72
FB014,Patna Food Support,Patna,"Safety protocols are in place, food quality is maintained and delivered on time",No,4717,96,91
FB014,Patna Food Support,Patna,"Food arrived on time, but cleanliness standards need improvement",No,3265,92,58
FB014,Patna Food Support,Patna,"Food is handled hygienically, delivered promptly as promised",No,2096,168,119
FB014,Patna Food Support,Patna,"Safety protocols are in place, food quality is maintained and delivered on time",No,2314,100,56
FB014,Patna Food Support,Patna,"Food safety standards are usually met, but occasional delays in delivery",No,2952,148,88
FB014,Patna Food Support,Patna,"Food arrived late, but storage and hygiene were acceptable",No,4602,146,114
FB014,Patna Food Support,Patna,"Food quality and safety are good, but delays in delivery need attention",No,3494,57,55
FB014,Patna Food Support,Patna,"Timely delivery, but food safety protocols were not fully followed",No,1627,84,79
FB014,Patna Food Support,Patna,"Timely delivery, but some concerns with food safety measures",No,1697,70,56
FB014,Patna Food Support,Patna,"Food was delivered late, but maintained proper hygiene throughout",No,2444,65,63
FB014,Patna Food Support,Patna,"Food items are safe for consumption, consistently delivered on time",No,2456,63,55
FB014,Patna Food Support,Patna,"Food safety standards are strictly followed, no issues reported",No,3629,185,55
FB014,Patna Food Support,Patna,"Food safety standards are usually met, but occasional delays in delivery",No,3310,166,166
FB014,Patna Food Support,Patna,"Occasional delays in food delivery, but food is stored safely",No,4494,110,70
FB014,Patna Food Support,Patna,"Food arrived on time, but cleanliness standards need improvement",No,3818,57,54
FB014,Patna Food Support,Patna,"Safety protocols are in place, food quality is maintained and delivered on time",No,4843,189,62
FB014,Patna Food Support,Patna,"Food is handled hygienically, delivered promptly as promised",No,3506,139,102
FB014,Patna Food Support,Patna,"Food arrived on time, hygiene practices were satisfactory",No,3608,75,55
FB014,Patna Food Support,Patna,"Food safety protocols are consistent, but delivery could be more reliable",No,2928,161,87
FB014,Patna Food Support,Patna,"Food delivered on time, storage conditions were acceptable",No,4521,132,62
FB014,Patna Food Support,Patna,"Food arrived on time, hygiene practices were satisfactory",No,1927,98,68
FB014,Patna Food Support,Patna,"Food quality and safety are good, but delays in delivery need attention",No,2491,123,78
FB014,Patna Food Support,Patna,"Food safety standards are strictly followed, no issues reported",No,3927,166,144
FB014,Patna Food Support,Patna,"Food quality is good, but there were slight delays in delivery",No,4119,110,52
FB014,Patna Food Support,Patna,"Food arrived late, but storage and hygiene were acceptable",No,3941,126,115
FB015,Chandigarh Meals,Chandigarh,"Food quality and safety are good, but delays in delivery need attention",No,2836,140,79
FB015,Chandigarh Meals,Chandigarh,"Timely food delivery, well-maintained storage conditions",No,1861,79,77
FB015,Chandigarh Meals,Chandigarh,"Food items are safe for consumption, consistently delivered on time",No,3242,173,141
FB015,Chandigarh Meals,Chandigarh,"Food arrived on time, hygiene practices were satisfactory",No,1968,76,73
FB015,Chandigarh Meals,Chandigarh,"Food safety could be improved, but delivery is on time",No,1769,137,85
FB015,Chandigarh Meals,Chandigarh,"Food was delivered late, but maintained proper hygiene throughout",No,2685,119,71
FB015,Chandigarh Meals,Chandigarh,"Food storage meets health and safety standards, no delays in delivery",No,4635,97,56
FB015,Chandigarh Meals,Chandigarh,"Timely delivery, but food safety protocols were not fully followed",No,1997,124,82
FB015,Chandigarh Meals,Chandigarh,"Food arrived on time, hygiene practices were satisfactory",No,4542,164,67
FB015,Chandigarh Meals,Chandigarh,"Food is handled hygienically, delivered promptly as promised",No,1646,109,104
FB015,Chandigarh Meals,Chandigarh,"Food was delivered late, but safety measures were adequate",No,3367,124,95
FB015,Chandigarh Meals,Chandigarh,"Safety protocols are in place, food quality is maintained and delivered on time",No,1333,86,80
FB015,Chandigarh Meals,Chandigarh,"Food quality and safety are good, but delays in delivery need attention",No,4512,190,133
FB015,Chandigarh Meals,Chandigarh,"Food is handled hygienically, delivered promptly as promised",No,4581,149,107
FB015,Chandigarh Meals,Chandigarh,"Occasional delays in food delivery, but food is stored safely",No,4399,125,113
FB015,Chandigarh Meals,Chandigarh,"Food arrived on time, but cleanliness standards need improvement",No,4502,118,60
FB015,Chandigarh Meals,Chandigarh,"Food arrived on time, though there were minor concerns with food safety",No,3767,144,125
FB015,Chandigarh Meals,Chandigarh,"Food safety standards are usually met, but occasional delays in delivery",No,4579,195,104
FB015,Chandigarh Meals,Chandigarh,"Food safety standards are usually met, but occasional delays in delivery",No,3481,119,107
FB015,Chandigarh Meals,Chandigarh,"Food safety standards are usually met, but occasional delays in delivery",No,4259,178,75
FB015,Chandigarh Meals,Chandigarh,"Food arrived on time, hygiene practices were satisfactory",No,1761,184,184
FB015,Chandigarh Meals,Chandigarh,"Food safety standards are strictly followed, no issues reported",No,2214,155,94
FB015,Chandigarh Meals,Chandigarh,"Food quality is good, but there were slight delays in delivery",No,1145,89,53
FB015,Chandigarh Meals,Chandigarh,"Food safety standards are usually met, but occasional delays in delivery",No,2073,51,51
FB015,Chandigarh Meals,Chandigarh,"Food is handled hygienically, delivered promptly as promised",No,1469,154,53
FB015,Chandigarh Meals,Chandigarh,"Food items are safe for consumption, consistently delivered on time",No,1844,158,133
FB015,Chandigarh Meals,Chandigarh,"Food storage meets health and safety standards, no delays in delivery",No,1786,126,76
FB015,Chandigarh Meals,Chandigarh,"Food was delivered late, but maintained proper hygiene throughout",No,1240,121,87
FB015,Chandigarh Meals,Chandigarh,"Food was delivered late, but safety measures were adequate",No,1074,195,160
FB015,Chandigarh Meals,Chandigarh,"Food safety is a priority, but delivery delays occasionally occur",No,2914,60,57
FB016,Kochi Hunger Relief,Kochi,"Food safety could be improved, but delivery is on time",No,2238,53,53
FB016,Kochi Hunger Relief,Kochi,"Food quality is good, but there were slight delays in delivery",No,1800,57,52
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, but cleanliness standards need improvement",No,4354,121,66
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, hygiene practices were satisfactory",No,2221,190,129
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, though there were minor concerns with food safety",No,4220,122,94
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, but cleanliness standards need improvement",No,3047,96,85
FB016,Kochi Hunger Relief,Kochi,"Safety protocols are in place, food quality is maintained and delivered on time",No,1042,67,59
FB016,Kochi Hunger Relief,Kochi,"Food safety protocols are consistent, but delivery could be more reliable",No,1087,186,118
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, hygiene practices were satisfactory",No,4047,155,93
FB016,Kochi Hunger Relief,Kochi,"Food was delivered late, but safety measures were adequate",No,3971,176,140
FB016,Kochi Hunger Relief,Kochi,"Timely food delivery, well-maintained storage conditions",No,3835,156,130
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, though there were minor concerns with food safety",No,3260,124,62
FB016,Kochi Hunger Relief,Kochi,"Food arrived late, but storage and hygiene were acceptable",No,3837,111,95
FB016,Kochi Hunger Relief,Kochi,"Food safety is a priority, but delivery delays occasionally occur",No,2690,101,96
FB016,Kochi Hunger Relief,Kochi,"Food delivered on time, storage conditions were acceptable",No,1206,151,57
FB016,Kochi Hunger Relief,Kochi,"Safety protocols are in place, food quality is maintained and delivered on time",No,3394,135,63
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, though there were minor concerns with food safety",No,2184,62,62
FB016,Kochi Hunger Relief,Kochi,"Food safety standards are strictly followed, no issues reported",No,3788,51,50
FB016,Kochi Hunger Relief,Kochi,"Safety protocols are in place, food quality is maintained and delivered on time",No,4268,56,52
FB016,Kochi Hunger Relief,Kochi,"Food delivered on time, storage conditions were acceptable",No,3404,187,181
FB016,Kochi Hunger Relief,Kochi,"Food storage meets health and safety standards, no delays in delivery",No,4025,74,59
FB016,Kochi Hunger Relief,Kochi,"Food safety standards are usually met, but occasional delays in delivery",No,1609,77,77
FB016,Kochi Hunger Relief,Kochi,"Food safety is a priority, but delivery delays occasionally occur",No,3948,184,159
FB016,Kochi Hunger Relief,Kochi,"Occasional delays in food delivery, but food is stored safely",No,1032,96,72
FB016,Kochi Hunger Relief,Kochi,"Food was delivered late, but safety measures were adequate",No,4064,62,50
FB016,Kochi Hunger Relief,Kochi,"Food items are safe for consumption, consistently delivered on time",No,2269,84,83
FB016,Kochi Hunger Relief,Kochi,"Timely delivery, but food safety protocols were not fully followed",No,2926,131,130
FB016,Kochi Hunger Relief,Kochi,"Food arrived on time, hygiene practices were satisfactory",No,1863,181,121
FB016,Kochi Hunger Relief,Kochi,"Food safety is a priority, but delivery delays occasionally occur",No,1680,182,99
FB016,Kochi Hunger Relief,Kochi,"Food storage meets health and safety standards, no delays in delivery",No,3349,193,166
FB017,Nagpur Food Pantry,Nagpur,"Occasional delays in food delivery, but food is stored safely",No,3786,187,117
FB017,Nagpur Food Pantry,Nagpur,"Food arrived on time, though there were minor concerns with food safety",No,2782,174,84
FB017,Nagpur Food Pantry,Nagpur,"Food delivered late occasionally, but maintained at proper temperatures",No,1990,90,50
FB017,Nagpur Food Pantry,Nagpur,"Food delivered on time, storage conditions were acceptable",No,2145,70,64
FB017,Nagpur Food Pantry,Nagpur,"Safety protocols are in place, food quality is maintained and delivered on time",No,2103,88,63
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are strictly followed, no issues reported",No,2169,105,58
FB017,Nagpur Food Pantry,Nagpur,"Food quality and safety are good, but delays in delivery need attention",No,4024,150,73
FB017,Nagpur Food Pantry,Nagpur,"Food items are safe for consumption, consistently delivered on time",No,1245,119,106
FB017,Nagpur Food Pantry,Nagpur,"Food arrived on time, but cleanliness standards need improvement",No,2705,195,190
FB017,Nagpur Food Pantry,Nagpur,"Food storage meets health and safety standards, no delays in delivery",No,4057,77,64
FB017,Nagpur Food Pantry,Nagpur,"Occasional delays in food delivery, but food is stored safely",No,1561,94,91
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are strictly followed, no issues reported",No,4033,156,114
FB017,Nagpur Food Pantry,Nagpur,"Food items are safe for consumption, consistently delivered on time",No,4023,110,89
FB017,Nagpur Food Pantry,Nagpur,"Timely delivery, but some concerns with food safety measures",No,2829,69,51
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are usually met, but occasional delays in delivery",No,2525,50,50
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are strictly followed, no issues reported",No,3892,91,57
FB017,Nagpur Food Pantry,Nagpur,"Food arrived on time, hygiene practices were satisfactory",No,1497,57,52
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are strictly followed, no issues reported",No,4233,164,146
FB017,Nagpur Food Pantry,Nagpur,"Food was delivered late, but maintained proper hygiene throughout",No,1377,117,82
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are strictly followed, no issues reported",No,3328,112,53
FB017,Nagpur Food Pantry,Nagpur,"Timely delivery, but some concerns with food safety measures",No,2640,75,65
FB017,Nagpur Food Pantry,Nagpur,"Food quality is good, but there were slight delays in delivery",No,2644,150,112
FB017,Nagpur Food Pantry,Nagpur,"Food delivered on time, storage conditions were acceptable",No,2744,62,60
FB017,Nagpur Food Pantry,Nagpur,"Food safety protocols are consistent, but delivery could be more reliable",No,3236,107,94
FB017,Nagpur Food Pantry,Nagpur,"Food safety protocols are consistent, but delivery could be more reliable",No,4244,171,73
FB017,Nagpur Food Pantry,Nagpur,"Food arrived on time, though there were minor concerns with food safety",No,1287,186,152
FB017,Nagpur Food Pantry,Nagpur,"Occasional delays in food delivery, but food is stored safely",No,4187,119,91
FB017,Nagpur Food Pantry,Nagpur,"Food was delivered late, but maintained proper hygiene throughout",No,2159,127,121
FB017,Nagpur Food Pantry,Nagpur,"Food safety standards are usually met, but occasional delays in delivery",No,2594,156,110
FB017,Nagpur Food Pantry,Nagpur,"Timely delivery, but food safety protocols were not fully followed",No,1514,177,64
FB018,Vadodara Meal Drive,Vadodara,"Food safety could be improved, but delivery is on time",No,2877,173,157
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, though there were minor concerns with food safety",No,2684,175,149
FB018,Vadodara Meal Drive,Vadodara,"Food delivered on time, storage conditions were acceptable",No,2955,63,58
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, but cleanliness standards need improvement",No,3815,162,107
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, hygiene practices were satisfactory",No,3195,146,83
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, though there were minor concerns with food safety",No,4856,194,58
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, hygiene practices were satisfactory",No,1763,198,100
FB018,Vadodara Meal Drive,Vadodara,"Food safety standards are usually met, but occasional delays in delivery",No,1603,76,75
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, but cleanliness standards need improvement",No,1120,95,78
FB018,Vadodara Meal Drive,Vadodara,"Occasional delays in food delivery, but food is stored safely",No,4983,96,65
FB018,Vadodara Meal Drive,Vadodara,"Food safety standards are strictly followed, no issues reported",No,1791,95,77
FB018,Vadodara Meal Drive,Vadodara,"Food is handled hygienically, delivered promptly as promised",No,3125,58,50
FB018,Vadodara Meal Drive,Vadodara,"Occasional delays in food delivery, but food is stored safely",No,3773,152,140
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, hygiene practices were satisfactory",No,2157,187,121
FB018,Vadodara Meal Drive,Vadodara,"Food was delivered late, but safety measures were adequate",No,3346,178,126
FB018,Vadodara Meal Drive,Vadodara,"Food quality is good, but there were slight delays in delivery",No,4641,147,97
FB018,Vadodara Meal Drive,Vadodara,"Food delivered on time, storage conditions were acceptable",No,3428,129,104
FB018,Vadodara Meal Drive,Vadodara,"Safety protocols are in place, food quality is maintained and delivered on time",No,4989,154,142
FB018,Vadodara Meal Drive,Vadodara,"Food quality and safety are good, but delays in delivery need attention",No,3949,57,53
FB018,Vadodara Meal Drive,Vadodara,"Food safety could be improved, but delivery is on time",No,1086,122,117
FB018,Vadodara Meal Drive,Vadodara,"Food safety could be improved, but delivery is on time",No,2885,58,51
FB018,Vadodara Meal Drive,Vadodara,"Occasional delays in food delivery, but food is stored safely",No,3938,194,65
FB018,Vadodara Meal Drive,Vadodara,"Safety protocols are in place, food quality is maintained and delivered on time",No,3367,115,68
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, but cleanliness standards need improvement",No,4879,75,58
FB018,Vadodara Meal Drive,Vadodara,"Timely delivery, but food safety protocols were not fully followed",No,1914,67,67
FB018,Vadodara Meal Drive,Vadodara,"Food arrived on time, though there were minor concerns with food safety",No,1586,130,63
FB018,Vadodara Meal Drive,Vadodara,"Timely delivery, but food safety protocols were not fully followed",No,4069,56,56
FB018,Vadodara Meal Drive,Vadodara,"Food items are safe for consumption, consistently delivered on time",No,1361,153,132
FB018,Vadodara Meal Drive,Vadodara,"Food safety standards are strictly followed, no issues reported",No,4446,56,56
FB018,Vadodara Meal Drive,Vadodara,"Food safety is a priority, but delivery delays occasionally occur",No,2237,160,94
FB019,Kanpur Food Initiative,Kanpur,"Food was delivered late, but safety measures were adequate",Yes,4487,177,177
FB019,Kanpur Food Initiative,Kanpur,"Food safety could be improved, but delivery is on time",Yes,1439,172,143
FB019,Kanpur Food Initiative,Kanpur,"Food safety could be improved, but delivery is on time",Yes,2160,141,52
FB019,Kanpur Food Initiative,Kanpur,"Occasional delays in food delivery, but food is stored safely",Yes,1379,116,77
FB019,Kanpur Food Initiative,Kanpur,"Food safety standards are usually met, but occasional delays in delivery",Yes,4084,136,110
FB019,Kanpur Food Initiative,Kanpur,"Food arrived on time, hygiene practices were satisfactory",Yes,3588,73,61
